READING_ID,STATION_ID,REGION,READING_TIMESTAMP,POWER_OUTPUT_MW,DEMAND_MW,FREQUENCY_HZ,VOLTAGE_KV,TEMPERATURE_C,WIND_SPEED_KMH,SOLAR_IRRADIANCE,GENERATION_TYPE,CAPACITY_FACTOR,EMISSIONS_TONNES_CO2,GRID_STABILITY_INDEX,OUTAGE_FLAG,LAST_UPDATED
RDG-00000935,STN_0161,Ottawa,2026-05-12 20:00:00,1961.2,13406.5,59.992,117.0,-21.2,41.8,139.4,Nuclear,0.91,159.8,0.86,No,2026-04-11
RDG-00000936,STN_0187,GTA,2026-05-01 21:00:00,2482.3,16537.9,59.992,277.2,28.5,39.5,480.2,Biomass,0.79,252.2,0.864,No,2026-01-18
RDG-00000937,STN_0081,GTA,2026-06-20 14:00:00,3238.8,12048.0,60.04,391.0,7.7,67.7,307.6,Nuclear,0.87,180.0,0.984,No,2026-03-24
RDG-00000938,STN_0132,GTA,2026-03-03 22:00:00,2072.3,11549.3,60.031,161.5,-3.8,42.7,354.1,Solar,0.81,279.3,0.925,No,2026-03-11
RDG-00000939,STN_0080,Southwestern,2026-01-02 22:00:00,2488.3,12157.7,59.983,421.6,10.4,43.7,596.4,Solar,0.77,133.8,0.947,No,2026-01-07
RDG-00000940,STN_0142,Central,2026-03-12 11:00:00,665.1,8641.2,60.003,325.9,-6.5,50.8,573.3,Gas,0.45,287.4,0.875,Yes,2026-03-06
RDG-00000941,STN_0125,Northern,2026-03-13 20:00:00,139.6,17776.7,60.037,325.4,33.4,58.1,744.4,Gas,0.89,342.5,0.883,No,2026-01-16
RDG-00000942,STN_0040,Hamilton,2026-04-05 13:00:00,1072.7,21635.2,59.986,122.0,-15.8,61.7,485.0,Nuclear,0.34,464.5,0.945,No,2026-07-22
RDG-00000943,STN_0063,Hamilton,2026-01-28 05:00:00,3229.5,12902.1,60.043,314.4,-29.6,37.1,408.5,Nuclear,0.22,194.7,0.972,No,2026-05-25
RDG-00000944,STN_0005,Niagara,2026-05-21 08:00:00,69.4,24086.6,60.02,241.6,26.3,53.7,283.8,Solar,0.51,229.5,0.848,No,2026-05-25
RDG-00000945,STN_0037,Northern,2026-03-26 15:00:00,2808.3,24052.9,59.958,174.0,-6.2,61.7,866.5,Gas,0.77,349.7,0.833,Yes,2026-07-17
RDG-00000946,STN_0152,Northern,2026-06-08 08:00:00,629.8,18878.5,59.999,190.9,35.0,49.3,877.5,Wind,0.91,310.3,0.996,Yes,2026-07-23
RDG-00000947,STN_0111,Waterloo,2026-01-01 07:00:00,2129.9,12029.5,59.951,182.6,25.3,57.2,610.3,Biomass,0.63,379.7,0.913,No,2026-07-28
RDG-00000948,STN_0153,Southwestern,2026-07-16 17:00:00,2152.6,8672.0,60.045,118.2,-12.0,16.1,885.1,Gas,0.71,154.4,0.849,No,2026-04-22
RDG-00000949,STN_0050,Northern,2026-03-23 20:00:00,1030.5,13554.0,60.001,156.7,-27.9,74.0,825.6,Biomass,0.23,53.3,0.89,No,2026-05-19
RDG-00000950,STN_0097,Ottawa,2026-01-20 02:00:00,2589.6,22172.2,60.024,185.9,-18.7,68.7,527.6,Nuclear,0.87,210.7,0.979,No,2026-07-23
RDG-00000951,STN_0099,Waterloo,2026-07-18 10:00:00,2972.5,19056.7,60.027,203.3,25.6,36.5,572.5,Biomass,0.29,97.7,0.975,Yes,2026-03-29
RDG-00000952,STN_0185,Eastern,2026-04-09 06:00:00,150.6,14602.3,60.028,157.3,-13.5,59.0,527.2,Solar,0.3,183.8,0.864,No,2026-03-27
RDG-00000953,STN_0043,GTA,2026-07-09 22:00:00,1685.4,24796.4,60.019,346.8,13.5,58.6,94.1,Hydro,0.69,383.3,0.922,No,2026-02-04
RDG-00000954,STN_0026,Eastern,2026-06-11 11:00:00,2187.5,24060.0,60.013,304.8,-19.5,61.7,692.6,Nuclear,0.59,302.4,0.885,No,2026-05-03
RDG-00000955,STN_0010,Northern,2026-03-10 16:00:00,2396.8,14052.6,60.046,245.1,25.9,31.8,108.6,Solar,0.26,144.0,0.995,No,2026-03-25
RDG-00000956,STN_0151,GTA,2026-04-12 15:00:00,2408.4,8790.2,59.978,229.8,10.6,11.4,850.1,Hydro,0.92,422.1,0.876,No,2026-01-24
RDG-00000957,STN_0051,GTA,2026-01-03 16:00:00,1184.7,18972.4,59.994,422.6,0.5,74.2,81.2,Biomass,0.35,337.1,0.891,No,2026-07-14
RDG-00000958,STN_0082,Ottawa,2026-05-22 15:00:00,690.6,19767.0,60.02,137.5,13.5,25.5,897.1,Hydro,0.14,421.6,0.877,Yes,2026-01-16
RDG-00000959,STN_0015,Southwestern,2026-01-11 17:00:00,2342.1,12551.4,59.975,382.2,23.6,12.3,753.3,Solar,0.64,263.2,0.871,No,2026-02-22
RDG-00000960,STN_0077,Southwestern,2026-04-22 01:00:00,692.9,22734.7,59.985,141.9,-3.2,25.3,399.6,Wind,0.18,175.6,0.933,No,2026-04-25
RDG-00000961,STN_0115,Niagara,2026-02-23 15:00:00,1384.5,23872.0,59.985,212.3,-8.4,58.7,258.8,Gas,0.69,454.2,0.912,No,2026-02-12
RDG-00000962,STN_0161,GTA,2026-04-11 11:00:00,1494.0,19716.7,59.962,416.5,17.9,3.0,486.2,Hydro,0.4,378.7,0.962,No,2026-03-29
RDG-00000963,STN_0149,Durham,2026-06-14 04:00:00,2245.0,19848.2,59.986,353.5,30.6,21.2,673.9,Nuclear,0.11,29.2,0.877,No,2026-01-31
RDG-00000964,STN_0051,GTA,2026-06-27 15:00:00,3266.7,11759.3,60.022,294.2,23.9,55.3,801.4,Nuclear,0.67,339.5,0.836,No,2026-02-13
RDG-00000965,STN_0111,Central,2026-01-19 23:00:00,2136.7,13723.3,59.979,256.9,-0.6,1.6,87.2,Hydro,0.88,223.8,0.822,No,2026-02-09
RDG-00000966,STN_0079,Northern,2026-07-08 20:00:00,2905.9,17837.1,60.019,243.6,8.8,55.1,378.8,Nuclear,0.57,416.0,0.819,No,2026-05-20
RDG-00000967,STN_0064,Hamilton,2026-03-10 22:00:00,1001.6,20657.3,60.021,181.0,28.3,65.2,366.3,Nuclear,0.84,313.0,0.93,No,2026-07-10
RDG-00000968,STN_0155,Niagara,2026-03-18 21:00:00,1790.2,13312.0,60.0,393.3,30.3,75.1,257.8,Biomass,0.36,63.9,0.845,No,2026-05-27
RDG-00000969,STN_0104,Hamilton,2026-05-24 03:00:00,1506.7,10594.0,59.972,261.9,20.0,10.8,768.1,Hydro,0.83,223.8,0.988,No,2026-04-24
RDG-00000970,STN_0095,Durham,2026-04-01 20:00:00,3172.5,10847.7,59.992,168.9,-2.3,38.4,83.0,Solar,0.37,189.2,0.979,No,2026-05-21
RDG-00000971,STN_0161,Southwestern,2026-05-01 01:00:00,94.7,15533.4,59.973,301.9,-2.5,2.6,646.3,Solar,0.32,262.3,0.916,No,2026-01-19
RDG-00000972,STN_0009,Northern,2026-03-26 20:00:00,1424.1,8300.3,60.022,258.5,29.9,10.5,603.4,Solar,0.79,45.2,0.866,No,2026-06-19
RDG-00000973,STN_0177,Eastern,2026-04-21 14:00:00,1482.1,13263.4,60.014,469.0,-27.2,56.2,165.6,Nuclear,0.14,399.7,0.961,No,2026-01-16
RDG-00000974,STN_0102,Hamilton,2026-03-29 04:00:00,1177.5,21950.3,60.037,289.4,-18.9,22.2,915.6,Wind,0.9,89.1,0.949,Yes,2026-02-16
RDG-00000975,STN_0121,Central,2026-06-28 01:00:00,2611.7,10831.3,59.95,224.0,-28.7,4.1,667.4,Hydro,0.8,164.0,0.93,No,2026-03-17
RDG-00000976,STN_0079,Durham,2026-02-20 18:00:00,2542.2,21691.3,60.013,420.0,21.1,9.9,864.8,Wind,0.79,390.0,0.83,No,2026-04-30
RDG-00000977,STN_0077,Hamilton,2026-05-08 14:00:00,423.6,16449.4,60.022,393.2,-10.5,37.3,183.1,Nuclear,0.65,189.1,0.866,No,2026-04-26
RDG-00000978,STN_0051,Southwestern,2026-05-01 06:00:00,2837.0,13407.1,59.966,459.3,11.0,15.9,926.8,Solar,0.6,423.7,0.972,No,2026-06-24
RDG-00000979,STN_0025,Durham,2026-04-10 03:00:00,1668.5,8017.6,59.991,230.6,5.2,43.1,82.1,Solar,0.28,476.9,0.855,No,2026-06-19
RDG-00000980,STN_0200,GTA,2026-06-02 09:00:00,2438.4,20870.0,60.013,204.1,6.9,13.1,272.2,Wind,0.82,359.2,0.849,No,2026-07-03
RDG-00000981,STN_0018,Central,2026-03-04 09:00:00,2106.1,17303.7,59.989,472.6,-7.8,1.5,472.7,Wind,0.42,497.6,0.841,No,2026-03-14
RDG-00000982,STN_0105,Waterloo,2026-03-28 17:00:00,3259.1,9994.6,59.971,470.7,14.3,25.2,917.4,Biomass,0.52,261.8,0.968,No,2026-06-27
RDG-00000983,STN_0003,Northern,2026-01-08 08:00:00,1517.4,10349.6,59.952,146.5,4.9,42.2,152.6,Biomass,0.86,114.7,0.993,No,2026-03-20
RDG-00000984,STN_0154,Southwestern,2026-01-18 16:00:00,2379.2,9025.0,60.029,146.2,-7.3,8.3,787.5,Solar,0.95,184.4,0.87,No,2026-06-15
RDG-00000985,STN_0108,Hamilton,2026-03-12 15:00:00,2511.9,17443.3,59.978,490.8,-7.8,46.5,318.5,Hydro,0.59,155.4,0.945,No,2026-06-13
RDG-00000986,STN_0071,Southwestern,2026-02-19 14:00:00,2419.7,20862.4,59.983,245.2,-22.4,15.4,535.1,Solar,0.31,187.5,0.878,No,2026-04-15
RDG-00000987,STN_0098,Eastern,2026-06-29 10:00:00,3149.9,10557.6,59.989,154.4,22.7,52.8,129.8,Biomass,0.86,32.5,0.911,No,2026-06-15
RDG-00000988,STN_0063,Ottawa,2026-02-07 23:00:00,825.5,20547.3,59.957,155.3,-21.1,4.0,181.7,Hydro,0.13,101.2,0.908,No,2026-07-09
RDG-00000989,STN_0190,Eastern,2026-06-16 07:00:00,499.8,13986.4,59.992,226.1,2.4,47.3,178.4,Biomass,0.75,306.6,0.983,No,2026-06-13
RDG-00000990,STN_0118,Niagara,2026-07-07 14:00:00,62.8,20025.1,59.964,241.1,9.3,33.4,315.5,Nuclear,0.2,238.7,0.813,No,2026-04-23
RDG-00000991,STN_0010,Ottawa,2026-04-18 10:00:00,1627.6,21833.9,60.014,395.9,23.6,37.8,99.0,Biomass,0.75,430.8,0.994,No,2026-01-15
RDG-00000992,STN_0137,Waterloo,2026-06-29 16:00:00,1507.6,13803.1,59.982,409.9,-0.8,54.9,717.6,Nuclear,0.68,250.3,0.925,No,2026-07-15
RDG-00000993,STN_0062,Central,2026-07-11 05:00:00,3138.4,24047.8,59.96,472.0,2.1,50.8,914.1,Gas,0.14,391.2,0.981,No,2026-04-15
RDG-00000994,STN_0141,Durham,2026-02-20 22:00:00,140.2,23898.7,60.008,304.2,6.2,16.5,172.9,Gas,0.58,496.4,0.846,No,2026-06-08
RDG-00000995,STN_0191,Niagara,2026-04-26 19:00:00,260.8,17001.8,59.971,286.0,-1.4,17.1,637.4,Nuclear,0.32,479.9,0.89,No,2026-05-01
RDG-00000996,STN_0031,GTA,2026-03-24 07:00:00,1634.1,19541.8,60.039,363.9,26.2,33.5,604.6,Solar,0.85,369.5,0.996,No,2026-05-26
RDG-00000997,STN_0060,Durham,2026-01-18 06:00:00,1591.9,12035.7,59.976,274.1,-23.6,44.9,483.8,Gas,0.37,494.7,0.87,No,2026-03-09
RDG-00000998,STN_0131,GTA,2026-02-21 16:00:00,2827.7,9336.3,60.006,268.9,-6.5,28.6,140.7,Wind,0.93,321.3,0.9,No,2026-07-27
RDG-00000999,STN_0001,Northern,2026-02-02 12:00:00,1949.7,12073.5,59.953,424.8,16.7,32.0,898.5,Solar,0.42,75.4,0.832,No,2026-01-17
RDG-00001000,STN_0078,Hamilton,2026-05-11 23:00:00,1534.2,8175.4,60.04,241.9,8.1,27.9,868.6,Hydro,0.94,259.0,0.898,No,2026-06-01
