CLIENT_ID,RETENTION_RATE,SERVICE_PROGRAM,SATISFACTION_SCORE,CHURN_RISK_INDICATOR,REGION,QUARTER,ENGAGEMENT_FREQUENCY,PROGRAM_TYPE,SERVICE_CATEGORY,CASE_LOAD,RENEWAL_COUNT,DROPOUT_COUNT,AVG_INTERACTION_DAYS,FIRST_CONTACT_DATE,LAST_CONTACT_DATE,REFERRAL_SOURCE,CASE_COMPLEXITY,NET_PROMOTER_SCORE,RESPONSE_TIME_HOURS,DIGITAL_ENGAGEMENT_PCT,IN_PERSON_VISITS,PHONE_INTERACTIONS,EMAIL_INTERACTIONS,BENEFITS_AMOUNT,COST_PER_CLIENT,FISCAL_YEAR,DATA_QUALITY_SCORE,LAST_UPDATED
CLT-000613,0.419,Home Care,5.5,Medium,Niagara,2024-10-01,23,Child Care,Home Care,131,3,0,19.6,2020-03-12,2026-06-30,Hospital,Complex,33,8.3,75.0,6,2,9,10668.79,22296.3,FY2025-26,94.4,2026-03-10
CLT-000614,0.821,Youth Services,9.0,Low,Waterloo,2025-01-01,15,Community,Home Care,123,2,2,27.1,2021-03-14,2025-01-21,School,Standard,17,27.4,55.5,2,27,37,3326.01,35031.36,FY2023-24,76.9,2026-06-29
CLT-000615,0.715,ODSP,6.8,Medium,Waterloo,2024-10-01,2,Home Care,Disability,42,1,0,48.2,2023-05-27,2026-07-11,Community Agency,Simple,48,40.0,38.8,17,2,16,6897.93,27896.46,FY2023-24,71.3,2026-05-06
CLT-000616,0.902,Home Care,4.0,Low,Ottawa,2024-10-01,20,Housing,Child Care,118,5,0,67.7,2021-10-21,2026-04-17,Hospital,Complex,15,71.5,38.7,1,24,0,19611.17,38989.91,FY2025-26,70.7,2026-07-27
CLT-000617,0.827,ODSP,5.2,High,Waterloo,2024-07-01,3,Disability,Housing,35,3,2,9.9,2023-07-15,2025-01-27,Hospital,Standard,20,27.6,19.8,16,20,18,18936.97,13779.4,FY2023-24,86.4,2026-02-07
CLT-000618,0.754,Community Living,5.0,High,Ottawa,2024-10-01,6,Youth,Employment,90,3,3,8.4,2022-06-09,2026-04-24,Self-Referral,Simple,56,4.0,66.3,7,12,22,16098.36,5345.74,FY2025-26,85.5,2026-05-16
CLT-000619,0.488,Family Support,6.8,Low,Niagara,2024-10-01,9,Disability,Family,104,5,0,36.1,2020-12-14,2026-01-20,Self-Referral,Complex,71,3.3,49.9,13,6,15,10549.49,42945.26,FY2025-26,83.8,2026-04-01
CLT-000620,0.864,Ontario Works,8.3,High,Durham,2024-10-01,5,Child Care,Employment,78,0,0,78.5,2021-06-01,2026-06-26,Community Agency,Complex,47,53.3,32.2,8,30,41,4847.4,47473.82,FY2024-25,96.4,2026-03-05
CLT-000621,0.704,Family Support,7.9,Low,Durham,2024-07-01,13,Youth,Disability,49,5,0,17.0,2022-03-30,2025-10-30,Hospital,Complex,53,46.6,66.7,9,13,19,4385.53,12893.09,FY2024-25,92.7,2026-02-03
CLT-000622,0.617,Family Support,4.5,Medium,Southwestern,2024-07-01,15,Employment,Community,84,5,3,18.3,2024-03-16,2026-01-18,Court,Simple,3,29.3,29.5,11,10,34,17237.99,15397.82,FY2025-26,70.7,2026-01-22
CLT-000623,0.677,Employment Services,5.8,Medium,Southwestern,2024-04-01,8,Child Care,Family,71,4,1,75.6,2021-07-18,2025-12-06,Hospital,Standard,58,60.0,15.2,10,1,18,17327.27,3818.65,FY2024-25,77.2,2026-02-25
CLT-000624,0.523,Youth Services,4.3,High,Southwestern,2025-07-01,23,Child Care,Community,66,1,0,12.7,2023-12-27,2026-04-11,Online Portal,Complex,80,9.4,14.1,6,7,37,2739.76,34260.37,FY2024-25,76.5,2026-04-14
CLT-000625,0.78,Home Care,3.3,Medium,GTA,2024-07-01,3,Housing,Family,109,0,3,86.7,2022-04-13,2026-07-20,Self-Referral,Simple,3,15.4,12.3,0,18,6,8697.42,21336.11,FY2025-26,73.8,2026-06-02
CLT-000626,0.709,Ontario Works,4.7,Medium,Central,2026-01-01,21,Housing,Youth,82,4,0,86.6,2022-04-30,2025-01-04,School,Standard,27,44.1,39.4,1,2,19,15290.44,40617.17,FY2025-26,89.2,2026-05-28
CLT-000627,0.569,Employment Services,4.5,Medium,Durham,2026-01-01,11,Employment,Home Care,114,1,1,74.3,2020-11-18,2025-08-09,Hospital,Simple,10,32.8,38.5,13,2,5,6751.11,2787.66,FY2025-26,95.7,2026-03-17
CLT-000628,0.477,Family Support,9.4,Low,Central,2024-04-01,11,Disability,Housing,111,3,3,87.1,2024-03-03,2025-02-17,Community Agency,Simple,75,9.7,76.3,0,30,2,23624.27,43866.63,FY2023-24,85.6,2026-02-22
CLT-000629,0.613,Family Support,9.0,Low,GTA,2025-10-01,5,Housing,Child Care,92,5,1,13.5,2020-12-25,2025-08-12,Court,Standard,25,4.2,46.5,17,5,27,14515.02,24783.92,FY2024-25,82.7,2026-05-24
CLT-000630,0.78,Child Care Subsidy,7.2,High,Southwestern,2025-04-01,24,Employment,Child Care,71,2,0,72.5,2022-07-05,2025-07-18,Other Ministry,Standard,10,34.6,66.7,17,23,33,3844.13,3259.91,FY2023-24,89.4,2026-06-07
CLT-000631,0.827,Ontario Works,3.7,Medium,Hamilton,2024-04-01,20,Employment,Family,26,2,2,53.8,2020-02-02,2026-04-09,Court,Complex,1,29.3,60.8,18,19,40,10808.08,31599.71,FY2024-25,96.1,2026-06-18
CLT-000632,0.575,Community Living,3.6,High,Southwestern,2024-10-01,18,Family,Community,73,1,2,53.1,2021-08-25,2025-01-22,Court,Complex,59,57.1,82.8,5,28,12,3154.69,42120.13,FY2023-24,78.8,2026-02-06
CLT-000633,0.858,Family Support,5.7,High,GTA,2025-10-01,20,Employment,Housing,49,3,0,43.9,2022-05-05,2025-02-01,Online Portal,Simple,75,15.9,57.7,7,16,38,5899.74,33837.18,FY2025-26,97.2,2026-06-16
CLT-000634,0.544,Child Care Subsidy,7.5,High,GTA,2025-04-01,1,Family,Community,40,1,3,34.0,2023-01-29,2025-05-31,Family Doctor,Complex,77,26.1,67.5,13,21,17,2790.69,27980.08,FY2025-26,81.3,2026-04-15
CLT-000635,0.772,Home Care,3.1,Medium,Niagara,2024-07-01,22,Home Care,Disability,145,2,2,88.3,2024-03-16,2025-05-04,Court,Simple,79,19.6,56.0,7,18,50,19442.05,42638.41,FY2024-25,88.8,2026-01-11
CLT-000636,0.904,Child Care Subsidy,6.3,Low,GTA,2024-04-01,22,Community,Community,109,0,0,14.9,2024-04-12,2026-02-01,School,Simple,-10,48.3,79.2,10,26,1,1673.95,4244.9,FY2025-26,71.7,2026-06-15
CLT-000637,0.565,Employment Services,7.3,Low,Central,2024-04-01,15,Community,Home Care,143,1,3,59.6,2023-07-08,2025-05-28,Self-Referral,Complex,27,16.3,33.8,0,28,31,11295.91,30342.95,FY2024-25,74.9,2026-07-02
CLT-000638,0.956,Child Care Subsidy,7.9,Medium,Northern,2024-10-01,12,Employment,Child Care,135,5,3,83.4,2020-04-07,2025-06-14,Community Agency,Standard,-18,28.9,54.5,17,8,4,24272.28,10723.52,FY2024-25,77.0,2026-02-03
CLT-000639,0.963,Youth Services,5.4,Low,Eastern,2025-07-01,13,Child Care,Housing,149,0,3,5.9,2020-12-02,2025-04-15,Community Agency,Complex,0,0.5,19.6,13,7,32,24498.83,16570.04,FY2024-25,84.9,2026-05-27
CLT-000640,0.976,Family Support,3.8,Low,Hamilton,2024-07-01,22,Youth,Youth,77,4,0,66.7,2020-12-11,2025-11-27,Self-Referral,Simple,30,21.5,13.7,3,13,17,7476.64,3592.11,FY2024-25,76.1,2026-03-06
CLT-000641,0.891,Family Support,6.2,Low,Northern,2026-01-01,24,Housing,Home Care,57,0,0,75.9,2023-08-01,2025-04-05,Online Portal,Complex,48,59.7,18.7,6,8,33,23299.35,21573.52,FY2025-26,86.4,2026-07-08
CLT-000642,0.89,Community Living,4.6,Medium,Eastern,2025-01-01,4,Home Care,Family,114,0,2,24.5,2024-03-16,2026-04-06,Self-Referral,Standard,80,50.8,56.3,20,13,25,17178.26,49728.92,FY2024-25,84.3,2026-01-16
CLT-000643,0.638,Community Living,4.6,Medium,Durham,2024-10-01,1,Family,Employment,106,4,1,12.2,2020-12-16,2025-07-04,School,Complex,24,23.9,23.5,12,21,42,9467.99,39087.04,FY2025-26,99.7,2026-01-27
CLT-000644,0.805,Family Support,6.9,High,Ottawa,2024-10-01,3,Home Care,Family,111,3,0,52.4,2022-12-30,2025-10-02,School,Standard,59,44.0,34.5,17,27,1,23850.63,7216.83,FY2023-24,95.5,2026-07-24
CLT-000645,0.42,Home Care,7.5,High,Niagara,2025-04-01,17,Youth,Home Care,86,4,2,76.9,2023-06-02,2026-06-09,Community Agency,Complex,-10,20.8,48.4,17,16,29,24079.53,37807.55,FY2023-24,90.9,2026-04-23
CLT-000646,0.454,Child Care Subsidy,4.6,High,Niagara,2026-01-01,13,Housing,Disability,148,5,1,7.2,2023-06-14,2026-04-08,Court,Standard,79,6.1,62.2,20,21,29,12625.01,27077.67,FY2024-25,86.3,2026-06-09
CLT-000647,0.739,Family Support,6.4,High,Northern,2024-10-01,11,Disability,Housing,19,5,2,62.9,2020-01-02,2026-02-13,Hospital,Complex,60,57.2,41.3,8,28,1,16757.47,43521.59,FY2024-25,81.4,2026-06-08
CLT-000648,0.596,Community Living,6.9,Low,Ottawa,2024-10-01,9,Home Care,Family,105,2,2,20.5,2022-12-08,2026-02-07,Online Portal,Complex,30,14.5,40.0,19,9,11,16138.38,32063.5,FY2023-24,90.5,2026-07-09
CLT-000649,0.74,Employment Services,8.4,Low,Eastern,2024-07-01,11,Community,Home Care,76,0,2,20.9,2024-04-08,2025-12-12,Online Portal,Simple,23,28.3,92.3,5,12,37,5930.48,35035.29,FY2024-25,85.9,2026-07-20
CLT-000650,0.805,ODSP,4.5,High,Ottawa,2025-10-01,12,Family,Employment,135,4,2,86.3,2023-02-18,2025-11-29,Self-Referral,Complex,21,54.6,75.7,9,26,16,5993.06,10513.82,FY2025-26,88.7,2026-06-22
CLT-000651,0.927,ODSP,9.3,Low,Hamilton,2026-01-01,6,Employment,Disability,143,5,2,54.5,2021-07-05,2025-02-08,Community Agency,Standard,6,28.7,17.5,9,14,6,8505.81,17060.54,FY2023-24,76.5,2026-02-14
CLT-000652,0.616,Home Care,8.6,Medium,Durham,2024-07-01,8,Community,Housing,91,0,0,86.6,2021-06-28,2025-06-03,Community Agency,Standard,78,57.2,13.0,11,5,29,9881.84,26931.39,FY2023-24,90.9,2026-05-15
CLT-000653,0.679,Ontario Works,7.1,Low,Hamilton,2024-04-01,9,Family,Home Care,70,4,2,39.2,2020-10-07,2025-12-05,Family Doctor,Standard,-13,68.8,83.4,18,16,26,19911.24,23039.2,FY2024-25,78.4,2026-02-12
CLT-000654,0.482,Youth Services,6.5,High,Southwestern,2025-07-01,24,Community,Family,91,5,2,20.1,2020-09-20,2025-11-08,Community Agency,Simple,68,31.1,38.2,4,29,0,22121.0,3100.87,FY2024-25,81.2,2026-02-28
CLT-000655,0.746,Home Care,3.5,Low,Northern,2024-07-01,11,Family,Child Care,63,0,2,33.9,2020-03-10,2026-06-19,School,Complex,61,30.9,72.7,3,9,19,7466.89,26470.64,FY2025-26,81.5,2026-05-31
CLT-000656,0.766,Community Living,4.0,High,Eastern,2025-10-01,15,Housing,Youth,115,1,0,16.0,2022-11-21,2025-06-21,Other Ministry,Standard,6,68.4,15.9,6,25,11,17835.36,40578.73,FY2023-24,92.1,2026-02-18
CLT-000657,0.893,Child Care Subsidy,4.4,Low,GTA,2025-04-01,20,Child Care,Employment,106,5,0,80.3,2022-11-30,2025-09-08,Family Doctor,Standard,42,12.0,71.0,14,11,1,13546.57,38579.82,FY2024-25,85.6,2026-01-23
CLT-000658,0.792,Child Care Subsidy,8.4,Medium,Hamilton,2026-01-01,11,Youth,Family,78,3,1,37.2,2023-03-15,2025-02-03,Other Ministry,Simple,59,7.0,79.4,14,12,42,14068.09,36748.26,FY2024-25,71.6,2026-02-16
CLT-000659,0.824,ODSP,7.4,Low,Ottawa,2026-01-01,22,Disability,Disability,123,5,1,83.7,2023-09-04,2025-07-10,Self-Referral,Standard,3,12.8,59.0,18,29,39,5745.41,21185.07,FY2023-24,98.7,2026-07-07
CLT-000660,0.652,Youth Services,7.5,High,Ottawa,2025-04-01,8,Home Care,Disability,52,2,2,64.7,2021-05-15,2026-07-08,School,Standard,51,67.7,32.7,3,15,46,16292.86,37118.63,FY2024-25,76.6,2026-07-26
CLT-000661,0.632,Home Care,9.4,High,Central,2025-04-01,9,Housing,Child Care,56,3,3,5.2,2023-03-15,2025-06-28,Online Portal,Simple,0,4.5,31.0,19,14,48,13411.5,25387.34,FY2023-24,76.4,2026-07-01
CLT-000662,0.928,Youth Services,3.9,High,Durham,2025-01-01,5,Home Care,Employment,35,1,2,38.8,2024-06-07,2025-02-25,School,Simple,-16,63.7,32.6,17,15,38,20365.4,34614.71,FY2024-25,85.6,2026-05-10
CLT-000663,0.91,Community Living,5.4,Low,Central,2025-07-01,6,Disability,Community,25,0,1,6.5,2021-09-10,2025-08-30,Family Doctor,Complex,-10,58.7,82.7,18,10,7,11775.26,17997.49,FY2023-24,98.6,2026-07-06
CLT-000664,0.737,ODSP,3.2,Low,Waterloo,2024-10-01,24,Family,Employment,33,2,1,45.6,2023-08-31,2026-06-08,School,Simple,58,59.4,87.5,18,13,30,2524.87,34651.9,FY2024-25,72.8,2026-01-30
CLT-000665,0.486,Ontario Works,7.3,High,Northern,2024-07-01,7,Home Care,Child Care,127,3,3,69.0,2020-10-12,2025-02-24,Community Agency,Complex,78,53.8,17.6,3,12,25,3060.39,45750.98,FY2023-24,73.6,2026-07-04
CLT-000666,0.419,Child Care Subsidy,7.9,High,Durham,2026-01-01,8,Disability,Disability,19,2,1,41.7,2021-11-21,2025-08-02,Self-Referral,Complex,2,33.1,84.5,9,24,33,3038.92,38453.64,FY2024-25,75.3,2026-01-24
CLT-000667,0.568,Family Support,7.3,Low,Central,2024-04-01,19,Family,Home Care,48,4,2,36.9,2020-02-05,2025-07-18,Other Ministry,Standard,72,27.7,77.2,20,0,13,18034.0,28874.63,FY2024-25,73.8,2026-06-27
CLT-000668,0.744,Ontario Works,8.3,Low,Hamilton,2024-07-01,5,Youth,Disability,118,2,2,50.9,2022-03-04,2025-11-11,Hospital,Simple,-17,19.0,16.4,4,0,9,24757.45,46579.08,FY2024-25,73.7,2026-06-07
CLT-000669,0.496,Home Care,6.8,Medium,GTA,2024-10-01,20,Employment,Housing,31,3,3,78.3,2020-02-15,2026-02-27,School,Simple,-4,62.0,55.1,3,10,20,6896.02,43338.7,FY2025-26,89.0,2026-01-02
CLT-000670,0.531,Employment Services,3.2,Low,Ottawa,2024-04-01,20,Family,Community,137,4,3,36.3,2024-05-30,2025-11-12,Community Agency,Standard,36,42.7,76.2,11,11,18,10916.67,9451.64,FY2023-24,77.5,2026-01-28
CLT-000671,0.481,Employment Services,6.1,Low,Ottawa,2024-04-01,18,Employment,Child Care,141,0,0,22.6,2024-07-08,2026-02-27,School,Simple,37,29.0,74.9,2,15,10,10883.23,3088.55,FY2023-24,85.5,2026-07-27
CLT-000672,0.829,Youth Services,6.0,Low,Waterloo,2024-04-01,24,Child Care,Family,25,3,0,21.6,2020-03-27,2026-02-23,Online Portal,Simple,11,4.4,70.6,10,2,3,20418.43,15098.54,FY2025-26,98.6,2026-05-06
CLT-000673,0.577,Family Support,4.2,High,Eastern,2024-04-01,1,Community,Home Care,99,4,2,43.0,2023-12-11,2026-03-16,Court,Standard,-17,15.1,57.7,10,6,42,20189.51,39073.24,FY2025-26,82.1,2026-07-30
CLT-000674,0.878,Community Living,9.3,Medium,Niagara,2025-10-01,5,Child Care,Family,26,4,1,75.6,2023-12-03,2026-05-02,Self-Referral,Simple,-13,70.6,44.3,13,3,19,24144.48,31715.04,FY2023-24,92.7,2026-07-23
CLT-000675,0.469,Community Living,7.0,High,Hamilton,2024-07-01,9,Employment,Employment,77,4,1,51.2,2023-02-04,2025-03-11,Court,Complex,-20,23.0,66.8,2,10,50,4716.95,13520.56,FY2025-26,85.1,2026-07-26
CLT-000676,0.748,Community Living,9.3,Medium,Waterloo,2026-01-01,21,Disability,Child Care,60,3,3,63.2,2024-07-24,2026-03-01,Family Doctor,Complex,51,54.1,18.7,12,30,6,4136.78,24762.82,FY2023-24,84.6,2026-05-27
CLT-000677,0.557,Home Care,8.7,Medium,Niagara,2024-10-01,7,Youth,Child Care,124,0,0,65.5,2021-06-24,2025-06-19,Family Doctor,Complex,-3,2.4,49.7,16,14,34,21184.15,6178.87,FY2024-25,71.6,2026-02-10
CLT-000678,0.79,Ontario Works,7.3,High,Southwestern,2024-07-01,18,Child Care,Disability,104,5,3,81.6,2020-08-17,2025-03-27,Online Portal,Simple,73,60.3,52.8,18,30,18,23231.18,25902.66,FY2023-24,99.1,2026-04-13
CLT-000679,0.928,Employment Services,6.6,Low,Ottawa,2026-01-01,12,Disability,Housing,139,2,3,84.3,2023-01-09,2025-06-26,Self-Referral,Simple,13,39.1,45.6,10,15,42,2795.58,42287.04,FY2023-24,81.4,2026-01-22
CLT-000680,0.577,Family Support,3.6,High,Ottawa,2024-10-01,17,Housing,Youth,52,4,3,52.6,2022-10-30,2025-06-04,Online Portal,Complex,76,28.5,90.2,15,21,40,1725.62,3113.6,FY2024-25,76.9,2026-01-31
CLT-000681,0.553,ODSP,8.4,Medium,Ottawa,2025-07-01,14,Employment,Housing,73,1,3,29.1,2024-07-13,2026-07-21,School,Standard,72,27.5,19.1,14,18,42,16915.7,20509.75,FY2024-25,89.2,2026-06-04
CLT-000682,0.946,Employment Services,8.7,Medium,Niagara,2025-01-01,24,Youth,Community,16,2,3,48.5,2020-11-06,2025-03-08,Online Portal,Simple,-1,40.6,18.7,4,5,22,14709.94,12914.74,FY2025-26,82.2,2026-05-19
CLT-000683,0.723,Ontario Works,6.4,High,Eastern,2025-04-01,18,Community,Disability,20,3,1,88.7,2022-03-20,2026-05-07,Hospital,Complex,36,43.5,15.8,0,19,4,2684.96,4618.8,FY2023-24,87.6,2026-07-13
CLT-000684,0.987,Home Care,5.4,High,Northern,2025-01-01,23,Community,Child Care,69,1,3,66.2,2020-01-01,2025-12-16,Hospital,Simple,-15,66.2,37.3,16,3,25,8645.04,41672.88,FY2023-24,97.3,2026-04-03
CLT-000685,0.935,Employment Services,8.1,Medium,Northern,2025-04-01,4,Child Care,Community,91,5,0,79.2,2023-11-28,2025-10-24,Court,Simple,80,41.1,44.2,2,15,48,18638.22,44932.21,FY2025-26,72.0,2026-05-13
CLT-000686,0.475,Employment Services,7.0,High,Durham,2024-04-01,18,Employment,Community,128,4,1,13.2,2020-06-12,2026-03-30,Court,Standard,46,61.1,18.9,7,26,20,15752.41,46036.72,FY2025-26,81.3,2026-03-09
CLT-000687,0.722,Home Care,7.8,High,Niagara,2026-01-01,10,Community,Youth,33,2,2,55.0,2021-10-04,2025-02-20,Community Agency,Simple,58,10.1,60.9,5,1,43,19635.63,49739.52,FY2023-24,90.9,2026-04-08
CLT-000688,0.925,Ontario Works,5.4,Low,Hamilton,2024-07-01,14,Employment,Disability,147,4,3,22.6,2021-10-05,2025-09-12,Family Doctor,Complex,62,9.5,53.7,8,10,23,15187.6,19570.16,FY2023-24,71.5,2026-06-02
CLT-000689,0.787,Employment Services,8.5,Medium,Durham,2025-04-01,6,Employment,Youth,106,3,2,71.8,2024-02-25,2026-07-25,Family Doctor,Standard,43,29.8,37.8,13,8,10,851.7,39734.65,FY2024-25,79.4,2026-04-04
CLT-000690,0.689,Community Living,5.3,Low,Waterloo,2026-01-01,10,Family,Disability,59,4,0,41.1,2021-05-11,2026-01-14,Court,Standard,28,56.5,82.6,5,24,26,8744.43,15170.33,FY2023-24,81.9,2026-03-27
CLT-000691,0.756,Youth Services,4.6,Low,GTA,2025-10-01,6,Home Care,Child Care,54,1,2,20.4,2024-04-09,2026-04-08,Family Doctor,Standard,68,47.5,36.4,4,24,20,15525.19,20117.03,FY2023-24,72.4,2026-03-13
CLT-000692,0.818,ODSP,3.6,High,Southwestern,2025-10-01,2,Employment,Employment,37,3,3,45.9,2022-10-09,2026-07-27,Hospital,Simple,-10,12.9,60.6,11,14,50,22483.0,46618.28,FY2024-25,83.4,2026-07-03
CLT-000693,0.641,Employment Services,8.8,High,Niagara,2024-07-01,5,Child Care,Home Care,23,1,2,24.4,2024-04-04,2026-05-06,Other Ministry,Simple,35,25.2,60.0,12,27,48,13541.1,23599.01,FY2024-25,99.2,2026-06-12
CLT-000694,0.5,Employment Services,9.4,Low,Southwestern,2024-10-01,4,Disability,Family,74,2,2,9.0,2023-10-16,2026-03-16,Court,Standard,63,26.8,65.4,10,23,9,21811.82,42429.99,FY2023-24,73.3,2026-02-19
CLT-000695,0.491,Community Living,4.9,High,Waterloo,2026-01-01,22,Child Care,Housing,122,3,1,25.6,2021-08-24,2025-06-20,Online Portal,Simple,-17,14.2,80.8,17,12,43,4658.04,4566.02,FY2024-25,80.6,2026-01-04
CLT-000696,0.786,Ontario Works,8.4,Low,Waterloo,2025-10-01,8,Employment,Youth,94,5,1,7.8,2023-05-31,2025-08-24,Other Ministry,Complex,49,36.5,22.3,19,28,14,8610.09,12246.4,FY2024-25,70.4,2026-06-29
CLT-000697,0.865,ODSP,6.5,High,Niagara,2026-01-01,16,Youth,Child Care,118,2,1,28.7,2021-06-04,2026-01-04,Court,Standard,34,4.3,55.2,17,28,23,17366.63,24280.46,FY2025-26,76.5,2026-06-30
CLT-000698,0.863,ODSP,3.1,High,Central,2025-01-01,21,Child Care,Home Care,147,3,2,79.3,2024-02-14,2026-01-31,Family Doctor,Complex,47,37.3,23.2,19,1,19,24833.59,16410.6,FY2025-26,91.1,2026-05-03
CLT-000699,0.462,Community Living,7.6,Medium,Niagara,2025-01-01,2,Child Care,Community,74,1,2,16.2,2021-02-21,2026-07-25,School,Complex,37,12.1,30.0,18,25,6,4198.22,6523.75,FY2025-26,89.8,2026-05-08
CLT-000700,0.418,Child Care Subsidy,9.4,High,Eastern,2024-10-01,17,Employment,Disability,52,1,0,8.8,2020-08-27,2025-01-16,Hospital,Simple,2,64.1,11.4,16,12,29,11132.28,6616.1,FY2023-24,85.2,2026-06-11
CLT-000701,0.752,Community Living,7.9,Low,GTA,2024-07-01,10,Disability,Family,108,0,2,10.2,2024-01-23,2025-08-29,Court,Standard,63,17.9,90.2,18,16,48,1660.43,24646.8,FY2024-25,93.5,2026-07-16
CLT-000702,0.905,Child Care Subsidy,4.3,Medium,Niagara,2025-07-01,22,Child Care,Employment,10,1,0,43.8,2024-03-19,2026-02-18,Hospital,Simple,27,58.9,33.7,10,30,47,14913.99,22439.21,FY2023-24,79.9,2026-06-26
CLT-000703,0.427,Family Support,9.6,High,Niagara,2025-10-01,9,Child Care,Child Care,13,5,3,82.9,2021-09-04,2025-03-30,Community Agency,Complex,8,71.1,10.1,14,17,20,2964.0,31091.81,FY2025-26,78.1,2026-06-08
CLT-000704,0.677,Ontario Works,5.5,High,Eastern,2025-10-01,14,Disability,Youth,46,3,3,18.5,2023-05-27,2026-04-16,Self-Referral,Complex,9,39.1,57.4,16,28,40,14360.94,24151.44,FY2025-26,89.8,2026-05-05
CLT-000705,0.861,ODSP,5.5,Medium,Waterloo,2025-10-01,6,Family,Housing,29,4,3,81.2,2020-02-17,2025-08-31,Hospital,Simple,-9,10.0,84.9,11,14,40,13288.43,28394.32,FY2023-24,81.4,2026-03-19
CLT-000706,0.977,Ontario Works,8.2,High,Central,2024-10-01,3,Housing,Family,95,4,2,87.6,2020-08-29,2026-04-17,Online Portal,Standard,17,51.0,67.0,4,15,18,9934.87,10059.03,FY2023-24,72.9,2026-06-22
CLT-000707,0.87,Child Care Subsidy,4.9,High,Waterloo,2025-10-01,5,Community,Youth,55,1,1,56.3,2022-09-04,2025-12-09,Community Agency,Standard,-14,58.5,84.9,8,23,46,9477.81,45896.14,FY2023-24,94.7,2026-03-30
CLT-000708,0.802,Youth Services,6.3,Low,Central,2025-10-01,17,Home Care,Employment,46,1,2,47.2,2020-01-01,2025-01-19,Self-Referral,Simple,60,29.0,88.7,10,13,17,23790.66,23508.55,FY2023-24,94.8,2026-03-13
CLT-000709,0.9,Community Living,9.7,High,Northern,2025-07-01,24,Youth,Employment,24,0,3,49.2,2024-07-30,2026-06-14,Hospital,Simple,68,19.2,48.5,2,4,26,2275.96,47138.28,FY2025-26,97.7,2026-07-23
CLT-000710,0.856,Ontario Works,6.3,Low,Central,2024-04-01,3,Child Care,Family,10,4,1,76.7,2024-07-11,2025-04-22,Community Agency,Standard,3,31.1,73.5,1,23,23,6071.61,41030.08,FY2024-25,71.6,2026-05-26
CLT-000711,0.48,Ontario Works,3.2,Low,Niagara,2025-07-01,22,Employment,Employment,133,2,0,79.6,2023-03-21,2025-11-16,Other Ministry,Complex,17,16.7,64.9,18,16,29,10623.51,28211.31,FY2023-24,96.0,2026-04-16
CLT-000712,0.603,Employment Services,4.9,Medium,Ottawa,2025-10-01,24,Child Care,Home Care,131,1,2,73.9,2020-06-18,2025-08-07,Community Agency,Simple,13,24.3,23.1,17,21,39,10380.4,34545.52,FY2023-24,84.0,2026-03-17
CLT-000713,0.526,Youth Services,6.0,High,Eastern,2025-07-01,5,Community,Employment,113,2,3,8.3,2022-05-29,2026-04-04,School,Complex,50,16.2,71.0,8,28,19,23308.25,25665.61,FY2025-26,79.1,2026-02-15
CLT-000714,0.588,Home Care,5.6,High,Southwestern,2025-10-01,5,Employment,Family,95,0,3,74.4,2021-07-20,2025-02-21,Family Doctor,Standard,37,44.8,40.0,11,30,25,4406.67,28663.98,FY2025-26,94.7,2026-06-02
CLT-000715,0.42,Youth Services,9.1,Medium,Ottawa,2024-04-01,16,Youth,Employment,36,1,0,85.8,2020-07-24,2026-04-19,Family Doctor,Simple,56,71.0,11.6,10,25,18,17751.91,22814.08,FY2024-25,71.6,2026-06-29
CLT-000716,0.505,Ontario Works,5.8,High,Central,2025-01-01,11,Youth,Child Care,55,0,0,61.7,2021-01-08,2026-03-25,Other Ministry,Complex,25,62.8,15.1,5,27,26,19108.89,35282.17,FY2023-24,72.4,2026-01-29
CLT-000717,0.599,Child Care Subsidy,9.2,Medium,Waterloo,2025-04-01,15,Family,Employment,122,2,0,86.2,2022-10-05,2025-04-13,Online Portal,Complex,4,60.9,49.4,17,1,22,17853.28,29904.47,FY2024-25,89.3,2026-03-01
CLT-000718,0.793,ODSP,3.3,Medium,Southwestern,2025-01-01,10,Employment,Disability,40,0,2,34.6,2020-03-05,2025-08-08,Family Doctor,Simple,44,44.2,92.6,9,2,4,13797.65,31716.19,FY2023-24,98.7,2026-06-17
CLT-000719,0.599,Child Care Subsidy,9.5,Medium,Central,2025-01-01,12,Family,Home Care,21,2,3,11.0,2020-05-01,2026-02-22,Online Portal,Complex,53,1.4,11.6,18,13,35,1940.35,27790.03,FY2025-26,83.2,2026-03-09
CLT-000720,0.426,Home Care,9.8,High,Southwestern,2024-10-01,23,Disability,Disability,83,2,2,78.3,2020-02-12,2025-01-03,Family Doctor,Standard,38,27.5,82.1,5,10,20,697.22,8873.33,FY2024-25,94.9,2026-01-19
CLT-000721,0.691,Family Support,5.1,Low,Niagara,2024-10-01,10,Child Care,Housing,147,2,1,54.5,2023-07-09,2025-07-11,Hospital,Simple,8,22.5,82.8,2,0,47,19792.65,28994.57,FY2025-26,96.9,2026-04-18
CLT-000722,0.895,Ontario Works,5.4,Low,Durham,2025-10-01,17,Youth,Disability,13,1,0,12.5,2022-03-15,2026-03-31,School,Simple,58,66.8,33.9,10,30,29,8685.03,43946.41,FY2025-26,86.7,2026-05-20
